[2024-03-26 22:35:48.166] [INFO]: cpu memory available: 1870.58 GB, disk space available: 22192.04 GB, keep dataset in memory: True.
[2024-03-26 22:40:30.980] [INFO]: cpu memory available: 1890.55 GB, disk space available: 22184.81 GB, keep dataset in memory: True.
[2024-03-26 22:52:11.816] [INFO]: cpu memory available: 1890.39 GB, disk space available: 22153.79 GB, keep dataset in memory: True.
[2024-03-26 22:57:14.538] [INFO]: cpu memory available: 1888.83 GB, disk space available: 22136.07 GB, keep dataset in memory: True.
[2024-03-26 22:57:27.581] [INFO]: using device: cuda 
[2024-03-26 22:57:29.865] [INFO]: train dataset size: 6820976, steps per epoch:426311; validation dataset size: 18487, steps per validation: 1155; datalodater num_workers: 0.
[2024-03-27 03:54:24.891] [INFO]: training loss: epoch:0, step:91550, loss:3.525271415710449, device:cuda
[2024-03-27 03:54:35.218] [INFO]: training loss: epoch:0, step:91600, loss:3.0969386100769043, device:cuda
[2024-03-27 03:54:45.398] [INFO]: training loss: epoch:0, step:91650, loss:2.962707281112671, device:cuda
[2024-03-27 03:54:54.994] [INFO]: training loss: epoch:0, step:91700, loss:3.3799662590026855, device:cuda
[2024-03-27 03:55:04.774] [INFO]: training loss: epoch:0, step:91750, loss:3.0892221927642822, device:cuda
[2024-03-27 03:55:14.124] [INFO]: training loss: epoch:0, step:91800, loss:3.050234079360962, device:cuda
[2024-03-27 03:55:23.842] [INFO]: training loss: epoch:0, step:91850, loss:3.6313135623931885, device:cuda
[2024-03-27 03:55:34.065] [INFO]: training loss: epoch:0, step:91900, loss:2.8173043727874756, device:cuda
[2024-03-27 03:55:43.609] [INFO]: training loss: epoch:0, step:91950, loss:3.372685432434082, device:cuda
[2024-03-27 03:55:53.666] [INFO]: training loss: epoch:0, step:92000, loss:3.392662286758423, device:cuda
[2024-03-27 03:56:03.466] [INFO]: training loss: epoch:0, step:92050, loss:3.278277635574341, device:cuda
[2024-03-27 03:56:13.378] [INFO]: training loss: epoch:0, step:92100, loss:3.316927194595337, device:cuda
[2024-03-27 03:56:22.611] [INFO]: training loss: epoch:0, step:92150, loss:2.865638494491577, device:cuda
[2024-03-27 03:56:32.533] [INFO]: training loss: epoch:0, step:92200, loss:3.322092056274414, device:cuda
[2024-03-27 03:56:41.996] [INFO]: training loss: epoch:0, step:92250, loss:3.485375165939331, device:cuda
[2024-03-27 03:56:50.935] [INFO]: training loss: epoch:0, step:92300, loss:3.1221394538879395, device:cuda
[2024-03-27 03:56:59.918] [INFO]: training loss: epoch:0, step:92350, loss:2.8496906757354736, device:cuda
[2024-03-27 03:57:09.344] [INFO]: training loss: epoch:0, step:92400, loss:3.3789801597595215, device:cuda
[2024-03-27 03:57:18.995] [INFO]: training loss: epoch:0, step:92450, loss:2.850944995880127, device:cuda
[2024-03-27 03:57:29.026] [INFO]: training loss: epoch:0, step:92500, loss:3.8734757900238037, device:cuda
[2024-03-27 03:57:38.706] [INFO]: training loss: epoch:0, step:92550, loss:2.83902645111084, device:cuda
[2024-03-27 03:57:48.162] [INFO]: training loss: epoch:0, step:92600, loss:2.8929412364959717, device:cuda
[2024-03-27 03:57:57.368] [INFO]: training loss: epoch:0, step:92650, loss:3.3344998359680176, device:cuda
[2024-03-27 03:58:07.398] [INFO]: training loss: epoch:0, step:92700, loss:2.848735809326172, device:cuda
[2024-03-27 03:58:17.596] [INFO]: training loss: epoch:0, step:92750, loss:3.0884759426116943, device:cuda
[2024-03-27 03:58:27.451] [INFO]: training loss: epoch:0, step:92800, loss:3.128851890563965, device:cuda
[2024-03-27 03:58:37.177] [INFO]: training loss: epoch:0, step:92850, loss:3.387298583984375, device:cuda
[2024-03-27 03:58:47.015] [INFO]: training loss: epoch:0, step:92900, loss:3.3336966037750244, device:cuda
[2024-03-27 03:58:57.207] [INFO]: training loss: epoch:0, step:92950, loss:2.6789164543151855, device:cuda
[2024-03-27 03:59:06.505] [INFO]: training loss: epoch:0, step:93000, loss:3.4189975261688232, device:cuda
[2024-03-27 03:59:15.755] [INFO]: training loss: epoch:0, step:93050, loss:2.823235034942627, device:cuda
[2024-03-27 03:59:24.961] [INFO]: training loss: epoch:0, step:93100, loss:2.973841905593872, device:cuda
[2024-03-27 03:59:34.593] [INFO]: training loss: epoch:0, step:93150, loss:2.648552894592285, device:cuda
[2024-03-27 03:59:43.956] [INFO]: training loss: epoch:0, step:93200, loss:3.0864784717559814, device:cuda
[2024-03-27 03:59:53.290] [INFO]: training loss: epoch:0, step:93250, loss:3.3689913749694824, device:cuda
[2024-03-27 04:00:02.672] [INFO]: training loss: epoch:0, step:93300, loss:3.2404611110687256, device:cuda
[2024-03-27 04:00:13.822] [INFO]: training loss: epoch:0, step:93350, loss:2.958077907562256, device:cuda
[2024-03-27 04:00:23.638] [INFO]: training loss: epoch:0, step:93400, loss:3.059678792953491, device:cuda
[2024-03-27 04:00:33.575] [INFO]: training loss: epoch:0, step:93450, loss:3.1103947162628174, device:cuda
[2024-03-27 04:00:43.125] [INFO]: training loss: epoch:0, step:93500, loss:3.0938072204589844, device:cuda
[2024-03-27 04:00:52.848] [INFO]: training loss: epoch:0, step:93550, loss:3.054110288619995, device:cuda
[2024-03-27 04:01:02.588] [INFO]: training loss: epoch:0, step:93600, loss:3.5432240962982178, device:cuda
[2024-03-27 04:01:12.396] [INFO]: training loss: epoch:0, step:93650, loss:3.5908377170562744, device:cuda
[2024-03-27 04:01:22.337] [INFO]: training loss: epoch:0, step:93700, loss:3.106489896774292, device:cuda
[2024-03-27 04:01:31.566] [INFO]: training loss: epoch:0, step:93750, loss:3.0331571102142334, device:cuda
[2024-03-27 04:01:41.655] [INFO]: training loss: epoch:0, step:93800, loss:3.391404151916504, device:cuda
[2024-03-27 04:01:51.311] [INFO]: training loss: epoch:0, step:93850, loss:3.21450138092041, device:cuda
[2024-03-27 04:02:00.751] [INFO]: training loss: epoch:0, step:93900, loss:3.402198553085327, device:cuda
[2024-03-27 04:02:10.733] [INFO]: training loss: epoch:0, step:93950, loss:3.4637081623077393, device:cuda
[2024-03-27 04:02:20.166] [INFO]: training loss: epoch:0, step:94000, loss:2.9746944904327393, device:cuda
[2024-03-27 04:02:29.682] [INFO]: training loss: epoch:0, step:94050, loss:2.7937145233154297, device:cuda
[2024-03-27 04:02:40.147] [INFO]: training loss: epoch:0, step:94100, loss:3.6949944496154785, device:cuda
[2024-03-27 04:02:50.175] [INFO]: training loss: epoch:0, step:94150, loss:3.3440465927124023, device:cuda
[2024-03-27 04:02:59.963] [INFO]: training loss: epoch:0, step:94200, loss:3.2513065338134766, device:cuda
[2024-03-27 04:03:09.689] [INFO]: training loss: epoch:0, step:94250, loss:3.277512788772583, device:cuda
[2024-03-27 04:03:19.006] [INFO]: training loss: epoch:0, step:94300, loss:2.969642400741577, device:cuda
[2024-03-27 04:03:29.147] [INFO]: training loss: epoch:0, step:94350, loss:2.954998731613159, device:cuda
[2024-03-27 04:03:38.910] [INFO]: training loss: epoch:0, step:94400, loss:3.2231950759887695, device:cuda
[2024-03-27 04:03:48.437] [INFO]: training loss: epoch:0, step:94450, loss:3.0679614543914795, device:cuda
[2024-03-27 04:03:58.472] [INFO]: training loss: epoch:0, step:94500, loss:3.146003484725952, device:cuda
[2024-03-27 04:04:08.330] [INFO]: training loss: epoch:0, step:94550, loss:2.9866037368774414, device:cuda
[2024-03-27 04:04:18.391] [INFO]: training loss: epoch:0, step:94600, loss:2.7594518661499023, device:cuda
[2024-03-27 04:04:28.456] [INFO]: training loss: epoch:0, step:94650, loss:2.923286199569702, device:cuda
[2024-03-27 04:04:38.115] [INFO]: training loss: epoch:0, step:94700, loss:3.5723233222961426, device:cuda
[2024-03-27 04:04:47.863] [INFO]: training loss: epoch:0, step:94750, loss:3.020059823989868, device:cuda
[2024-03-27 04:04:57.492] [INFO]: training loss: epoch:0, step:94800, loss:3.380990982055664, device:cuda
[2024-03-27 04:05:07.285] [INFO]: training loss: epoch:0, step:94850, loss:3.266115427017212, device:cuda
[2024-03-27 04:05:16.980] [INFO]: training loss: epoch:0, step:94900, loss:3.2113516330718994, device:cuda
[2024-03-27 04:05:26.771] [INFO]: training loss: epoch:0, step:94950, loss:3.325340509414673, device:cuda
[2024-03-27 04:05:36.478] [INFO]: training loss: epoch:0, step:95000, loss:3.544114589691162, device:cuda
[2024-03-27 04:05:46.290] [INFO]: training loss: epoch:0, step:95050, loss:3.4103643894195557, device:cuda
[2024-03-27 04:05:56.124] [INFO]: training loss: epoch:0, step:95100, loss:3.0783534049987793, device:cuda
[2024-03-27 04:06:06.209] [INFO]: training loss: epoch:0, step:95150, loss:3.2976813316345215, device:cuda
[2024-03-27 04:06:15.774] [INFO]: training loss: epoch:0, step:95200, loss:2.726259708404541, device:cuda
[2024-03-27 04:06:25.201] [INFO]: training loss: epoch:0, step:95250, loss:3.0442326068878174, device:cuda
[2024-03-27 04:06:34.980] [INFO]: training loss: epoch:0, step:95300, loss:3.054962396621704, device:cuda
[2024-03-27 04:06:44.775] [INFO]: training loss: epoch:0, step:95350, loss:2.7506232261657715, device:cuda
[2024-03-27 04:06:54.560] [INFO]: training loss: epoch:0, step:95400, loss:2.927236557006836, device:cuda
[2024-03-27 04:07:04.621] [INFO]: training loss: epoch:0, step:95450, loss:3.4026241302490234, device:cuda
[2024-03-27 04:07:14.272] [INFO]: training loss: epoch:0, step:95500, loss:2.8474087715148926, device:cuda
[2024-03-27 04:07:23.829] [INFO]: training loss: epoch:0, step:95550, loss:3.657449960708618, device:cuda
[2024-03-27 04:07:33.132] [INFO]: training loss: epoch:0, step:95600, loss:3.345090627670288, device:cuda
[2024-03-27 04:07:42.296] [INFO]: training loss: epoch:0, step:95650, loss:3.3226747512817383, device:cuda
[2024-03-27 04:07:51.293] [INFO]: training loss: epoch:0, step:95700, loss:3.181880474090576, device:cuda
[2024-03-27 04:08:00.102] [INFO]: training loss: epoch:0, step:95750, loss:3.2442116737365723, device:cuda
[2024-03-27 04:08:09.747] [INFO]: training loss: epoch:0, step:95800, loss:3.4802751541137695, device:cuda
[2024-03-27 04:08:19.468] [INFO]: training loss: epoch:0, step:95850, loss:3.341517925262451, device:cuda
[2024-03-27 04:08:28.809] [INFO]: training loss: epoch:0, step:95900, loss:2.8108789920806885, device:cuda
[2024-03-27 04:08:38.826] [INFO]: training loss: epoch:0, step:95950, loss:3.267286539077759, device:cuda
[2024-03-27 04:08:48.468] [INFO]: training loss: epoch:0, step:96000, loss:3.052600383758545, device:cuda
[2024-03-27 04:08:58.152] [INFO]: training loss: epoch:0, step:96050, loss:3.594433069229126, device:cuda
[2024-03-27 04:09:07.710] [INFO]: training loss: epoch:0, step:96100, loss:3.669175624847412, device:cuda
[2024-03-27 04:09:17.445] [INFO]: training loss: epoch:0, step:96150, loss:2.9739301204681396, device:cuda
[2024-03-27 04:09:26.639] [INFO]: training loss: epoch:0, step:96200, loss:2.9589486122131348, device:cuda
[2024-03-27 04:09:36.537] [INFO]: training loss: epoch:0, step:96250, loss:3.6989457607269287, device:cuda
[2024-03-27 04:09:46.184] [INFO]: training loss: epoch:0, step:96300, loss:3.51181960105896, device:cuda
[2024-03-27 04:09:55.971] [INFO]: training loss: epoch:0, step:96350, loss:3.4074480533599854, device:cuda
[2024-03-27 04:10:05.789] [INFO]: training loss: epoch:0, step:96400, loss:3.025674819946289, device:cuda
[2024-03-27 04:10:15.349] [INFO]: training loss: epoch:0, step:96450, loss:3.8180971145629883, device:cuda
[2024-03-27 04:10:24.883] [INFO]: training loss: epoch:0, step:96500, loss:3.187311887741089, device:cuda
[2024-03-27 04:10:34.116] [INFO]: training loss: epoch:0, step:96550, loss:3.311657667160034, device:cuda
[2024-03-27 04:10:43.821] [INFO]: training loss: epoch:0, step:96600, loss:3.050156831741333, device:cuda
[2024-03-27 04:10:53.367] [INFO]: training loss: epoch:0, step:96650, loss:3.3148062229156494, device:cuda
[2024-03-27 04:11:02.915] [INFO]: training loss: epoch:0, step:96700, loss:3.41898775100708, device:cuda
[2024-03-27 04:11:12.744] [INFO]: training loss: epoch:0, step:96750, loss:3.015180826187134, device:cuda
[2024-03-27 04:11:22.067] [INFO]: training loss: epoch:0, step:96800, loss:3.4426727294921875, device:cuda
[2024-03-27 04:11:32.018] [INFO]: training loss: epoch:0, step:96850, loss:3.3171072006225586, device:cuda
[2024-03-27 04:11:41.784] [INFO]: training loss: epoch:0, step:96900, loss:2.847651720046997, device:cuda
[2024-03-27 04:11:51.751] [INFO]: training loss: epoch:0, step:96950, loss:3.0057623386383057, device:cuda
[2024-03-27 04:12:01.546] [INFO]: training loss: epoch:0, step:97000, loss:3.3592162132263184, device:cuda
[2024-03-27 04:12:11.173] [INFO]: training loss: epoch:0, step:97050, loss:2.842233657836914, device:cuda
[2024-03-27 04:12:21.196] [INFO]: training loss: epoch:0, step:97100, loss:3.847538709640503, device:cuda
[2024-03-27 04:12:30.597] [INFO]: training loss: epoch:0, step:97150, loss:3.1499879360198975, device:cuda
[2024-03-27 04:12:40.074] [INFO]: training loss: epoch:0, step:97200, loss:3.15944242477417, device:cuda
[2024-03-27 04:12:49.825] [INFO]: training loss: epoch:0, step:97250, loss:2.7362024784088135, device:cuda
[2024-03-27 04:12:59.419] [INFO]: training loss: epoch:0, step:97300, loss:3.128734588623047, device:cuda
[2024-03-27 04:13:09.283] [INFO]: training loss: epoch:0, step:97350, loss:3.283160924911499, device:cuda
[2024-03-27 04:13:19.045] [INFO]: training loss: epoch:0, step:97400, loss:3.0692288875579834, device:cuda
[2024-03-27 04:13:29.061] [INFO]: training loss: epoch:0, step:97450, loss:2.891871452331543, device:cuda
[2024-03-27 04:13:39.193] [INFO]: training loss: epoch:0, step:97500, loss:2.922734022140503, device:cuda
[2024-03-27 04:13:49.227] [INFO]: training loss: epoch:0, step:97550, loss:3.222088575363159, device:cuda
[2024-03-27 04:13:58.539] [INFO]: training loss: epoch:0, step:97600, loss:3.5700936317443848, device:cuda
[2024-03-27 04:14:08.473] [INFO]: training loss: epoch:0, step:97650, loss:3.445996046066284, device:cuda
[2024-03-27 04:14:17.978] [INFO]: training loss: epoch:0, step:97700, loss:2.999264717102051, device:cuda
[2024-03-27 04:14:27.476] [INFO]: training loss: epoch:0, step:97750, loss:3.0231428146362305, device:cuda
[2024-03-27 04:14:36.984] [INFO]: training loss: epoch:0, step:97800, loss:2.9937591552734375, device:cuda
[2024-03-27 04:14:46.886] [INFO]: training loss: epoch:0, step:97850, loss:3.2056188583374023, device:cuda
[2024-03-27 04:14:56.795] [INFO]: training loss: epoch:0, step:97900, loss:3.252643585205078, device:cuda
[2024-03-27 04:15:07.085] [INFO]: training loss: epoch:0, step:97950, loss:3.176903009414673, device:cuda
[2024-03-27 04:15:16.874] [INFO]: training loss: epoch:0, step:98000, loss:2.9363479614257812, device:cuda
[2024-03-27 04:15:27.164] [INFO]: training loss: epoch:0, step:98050, loss:3.070251703262329, device:cuda
[2024-03-27 04:15:37.087] [INFO]: training loss: epoch:0, step:98100, loss:2.765331268310547, device:cuda
[2024-03-27 04:15:46.315] [INFO]: training loss: epoch:0, step:98150, loss:3.2031145095825195, device:cuda
[2024-03-27 04:15:55.931] [INFO]: training loss: epoch:0, step:98200, loss:3.281611680984497, device:cuda
[2024-03-27 04:16:05.404] [INFO]: training loss: epoch:0, step:98250, loss:2.800854206085205, device:cuda
[2024-03-27 04:16:15.349] [INFO]: training loss: epoch:0, step:98300, loss:3.224398136138916, device:cuda
[2024-03-27 04:16:24.304] [INFO]: training loss: epoch:0, step:98350, loss:2.804640293121338, device:cuda
[2024-03-27 04:16:33.722] [INFO]: training loss: epoch:0, step:98400, loss:3.736783504486084, device:cuda
[2024-03-27 04:16:43.867] [INFO]: training loss: epoch:0, step:98450, loss:3.366020917892456, device:cuda
[2024-03-27 04:16:53.716] [INFO]: training loss: epoch:0, step:98500, loss:3.3584518432617188, device:cuda
[2024-03-27 04:17:03.890] [INFO]: training loss: epoch:0, step:98550, loss:3.6663753986358643, device:cuda
[2024-03-27 04:17:14.135] [INFO]: training loss: epoch:0, step:98600, loss:2.80326771736145, device:cuda
[2024-03-27 04:17:23.887] [INFO]: training loss: epoch:0, step:98650, loss:3.1552953720092773, device:cuda
[2024-03-27 04:17:33.613] [INFO]: training loss: epoch:0, step:98700, loss:2.9502060413360596, device:cuda
[2024-03-27 04:17:43.280] [INFO]: training loss: epoch:0, step:98750, loss:3.0394721031188965, device:cuda
[2024-03-27 04:17:52.479] [INFO]: training loss: epoch:0, step:98800, loss:3.33944034576416, device:cuda
[2024-03-27 04:18:02.226] [INFO]: training loss: epoch:0, step:98850, loss:3.137951374053955, device:cuda
[2024-03-27 04:18:11.673] [INFO]: training loss: epoch:0, step:98900, loss:3.1787848472595215, device:cuda
[2024-03-27 04:18:21.096] [INFO]: training loss: epoch:0, step:98950, loss:3.387234687805176, device:cuda
[2024-03-27 04:18:30.749] [INFO]: training loss: epoch:0, step:99000, loss:3.1121981143951416, device:cuda
[2024-03-27 04:18:40.166] [INFO]: training loss: epoch:0, step:99050, loss:3.2792952060699463, device:cuda
[2024-03-27 04:18:49.682] [INFO]: training loss: epoch:0, step:99100, loss:3.3135955333709717, device:cuda
[2024-03-27 04:18:59.670] [INFO]: training loss: epoch:0, step:99150, loss:2.974724292755127, device:cuda
[2024-03-27 04:19:09.385] [INFO]: training loss: epoch:0, step:99200, loss:2.7284774780273438, device:cuda
[2024-03-27 04:19:19.487] [INFO]: training loss: epoch:0, step:99250, loss:2.9863593578338623, device:cuda
[2024-03-27 04:19:29.589] [INFO]: training loss: epoch:0, step:99300, loss:2.981813907623291, device:cuda
[2024-03-27 04:19:39.137] [INFO]: training loss: epoch:0, step:99350, loss:3.457474946975708, device:cuda
[2024-03-27 04:19:49.223] [INFO]: training loss: epoch:0, step:99400, loss:3.0335514545440674, device:cuda
[2024-03-27 04:19:58.925] [INFO]: training loss: epoch:0, step:99450, loss:2.8062326908111572, device:cuda
[2024-03-27 04:20:09.047] [INFO]: training loss: epoch:0, step:99500, loss:3.2950708866119385, device:cuda
[2024-03-27 04:20:19.294] [INFO]: training loss: epoch:0, step:99550, loss:2.926820993423462, device:cuda
[2024-03-27 04:20:28.886] [INFO]: training loss: epoch:0, step:99600, loss:3.422114849090576, device:cuda
[2024-03-27 04:20:38.684] [INFO]: training loss: epoch:0, step:99650, loss:2.9132823944091797, device:cuda
[2024-03-27 04:20:48.717] [INFO]: training loss: epoch:0, step:99700, loss:3.5809097290039062, device:cuda
[2024-03-27 04:20:58.295] [INFO]: training loss: epoch:0, step:99750, loss:3.1677937507629395, device:cuda
[2024-03-27 04:21:08.382] [INFO]: training loss: epoch:0, step:99800, loss:3.5226738452911377, device:cuda
[2024-03-27 04:21:18.184] [INFO]: training loss: epoch:0, step:99850, loss:3.180299997329712, device:cuda
[2024-03-27 04:21:28.172] [INFO]: training loss: epoch:0, step:99900, loss:3.3104960918426514, device:cuda
[2024-03-27 04:21:37.657] [INFO]: training loss: epoch:0, step:99950, loss:3.6270625591278076, device:cuda
[2024-03-27 04:21:48.221] [INFO]: training loss: epoch:0, step:100000, loss:3.1522092819213867, device:cuda
[2024-03-27 04:21:57.897] [INFO]: training loss: epoch:0, step:100050, loss:2.662729263305664, device:cuda
[2024-03-27 04:22:07.601] [INFO]: training loss: epoch:0, step:100100, loss:3.1557533740997314, device:cuda
[2024-03-27 04:22:17.457] [INFO]: training loss: epoch:0, step:100150, loss:3.1847188472747803, device:cuda
[2024-03-27 04:22:27.692] [INFO]: training loss: epoch:0, step:100200, loss:3.3547654151916504, device:cuda
[2024-03-27 04:22:37.651] [INFO]: training loss: epoch:0, step:100250, loss:2.511953830718994, device:cuda
[2024-03-27 04:22:47.377] [INFO]: training loss: epoch:0, step:100300, loss:3.283267021179199, device:cuda
[2024-03-27 04:22:57.035] [INFO]: training loss: epoch:0, step:100350, loss:3.3221285343170166, device:cuda
[2024-03-27 04:23:07.167] [INFO]: training loss: epoch:0, step:100400, loss:3.0498554706573486, device:cuda
[2024-03-27 04:23:16.839] [INFO]: training loss: epoch:0, step:100450, loss:2.8052854537963867, device:cuda
[2024-03-27 04:23:26.764] [INFO]: training loss: epoch:0, step:100500, loss:3.2130954265594482, device:cuda
[2024-03-27 04:23:35.996] [INFO]: training loss: epoch:0, step:100550, loss:3.1723437309265137, device:cuda
[2024-03-27 04:23:45.574] [INFO]: training loss: epoch:0, step:100600, loss:3.2221944332122803, device:cuda
[2024-03-27 04:23:54.311] [INFO]: training loss: epoch:0, step:100650, loss:3.0183427333831787, device:cuda
[2024-03-27 04:24:04.388] [INFO]: training loss: epoch:0, step:100700, loss:3.5609869956970215, device:cuda
[2024-03-27 04:24:13.428] [INFO]: training loss: epoch:0, step:100750, loss:3.3348536491394043, device:cuda
[2024-03-27 04:24:22.954] [INFO]: training loss: epoch:0, step:100800, loss:3.174053192138672, device:cuda
[2024-03-27 04:24:32.853] [INFO]: training loss: epoch:0, step:100850, loss:3.1637797355651855, device:cuda
[2024-03-27 04:24:42.403] [INFO]: training loss: epoch:0, step:100900, loss:3.028545618057251, device:cuda
[2024-03-27 04:24:51.570] [INFO]: training loss: epoch:0, step:100950, loss:3.3964598178863525, device:cuda
[2024-03-27 04:25:01.564] [INFO]: training loss: epoch:0, step:101000, loss:3.037245512008667, device:cuda
[2024-03-27 04:25:11.190] [INFO]: training loss: epoch:0, step:101050, loss:2.861530065536499, device:cuda
[2024-03-27 04:25:20.828] [INFO]: training loss: epoch:0, step:101100, loss:2.6622400283813477, device:cuda
[2024-03-27 04:25:30.728] [INFO]: training loss: epoch:0, step:101150, loss:3.006316661834717, device:cuda
[2024-03-27 04:25:40.262] [INFO]: training loss: epoch:0, step:101200, loss:3.4839768409729004, device:cuda
[2024-03-27 04:25:50.478] [INFO]: training loss: epoch:0, step:101250, loss:3.3104631900787354, device:cuda
[2024-03-27 04:26:00.589] [INFO]: training loss: epoch:0, step:101300, loss:2.9496614933013916, device:cuda
[2024-03-27 04:26:11.023] [INFO]: training loss: epoch:0, step:101350, loss:3.615629196166992, device:cuda
[2024-03-27 04:26:20.844] [INFO]: training loss: epoch:0, step:101400, loss:2.8006222248077393, device:cuda
[2024-03-27 04:26:30.519] [INFO]: training loss: epoch:0, step:101450, loss:2.9317753314971924, device:cuda
[2024-03-27 04:26:40.007] [INFO]: training loss: epoch:0, step:101500, loss:3.1513142585754395, device:cuda
[2024-03-27 04:26:49.575] [INFO]: training loss: epoch:0, step:101550, loss:2.823857069015503, device:cuda
[2024-03-27 04:26:59.452] [INFO]: training loss: epoch:0, step:101600, loss:2.5153284072875977, device:cuda
[2024-03-27 04:27:09.335] [INFO]: training loss: epoch:0, step:101650, loss:2.4481678009033203, device:cuda
[2024-03-27 04:27:19.226] [INFO]: training loss: epoch:0, step:101700, loss:3.3458850383758545, device:cuda
[2024-03-27 04:27:28.802] [INFO]: training loss: epoch:0, step:101750, loss:2.9554412364959717, device:cuda
[2024-03-27 04:27:38.405] [INFO]: training loss: epoch:0, step:101800, loss:3.1305971145629883, device:cuda
[2024-03-27 04:27:48.323] [INFO]: training loss: epoch:0, step:101850, loss:3.181326389312744, device:cuda
[2024-03-27 04:27:57.945] [INFO]: training loss: epoch:0, step:101900, loss:3.335662841796875, device:cuda
[2024-03-27 04:28:07.678] [INFO]: training loss: epoch:0, step:101950, loss:2.496098041534424, device:cuda
[2024-03-27 04:28:17.707] [INFO]: training loss: epoch:0, step:102000, loss:3.2348275184631348, device:cuda
[2024-03-27 04:28:27.399] [INFO]: training loss: epoch:0, step:102050, loss:3.166090250015259, device:cuda
[2024-03-27 04:28:37.412] [INFO]: training loss: epoch:0, step:102100, loss:3.1026885509490967, device:cuda
[2024-03-27 04:28:46.910] [INFO]: training loss: epoch:0, step:102150, loss:3.371063709259033, device:cuda
[2024-03-27 04:28:56.190] [INFO]: training loss: epoch:0, step:102200, loss:2.843543767929077, device:cuda
[2024-03-27 04:29:05.507] [INFO]: training loss: epoch:0, step:102250, loss:3.0292038917541504, device:cuda
[2024-03-27 04:29:15.147] [INFO]: training loss: epoch:0, step:102300, loss:3.1944684982299805, device:cuda
[2024-03-27 04:29:24.689] [INFO]: training loss: epoch:0, step:102350, loss:2.7961831092834473, device:cuda
[2024-03-27 04:29:33.802] [INFO]: training loss: epoch:0, step:102400, loss:3.4383511543273926, device:cuda
[2024-03-27 04:29:44.025] [INFO]: training loss: epoch:0, step:102450, loss:3.1084139347076416, device:cuda
[2024-03-27 04:29:53.899] [INFO]: training loss: epoch:0, step:102500, loss:3.2831199169158936, device:cuda
[2024-03-27 04:30:03.214] [INFO]: training loss: epoch:0, step:102550, loss:3.379281759262085, device:cuda
[2024-03-27 04:30:14.231] [INFO]: training loss: epoch:0, step:102600, loss:3.249797821044922, device:cuda
[2024-03-27 04:30:24.117] [INFO]: training loss: epoch:0, step:102650, loss:2.602565050125122, device:cuda
[2024-03-27 04:30:33.671] [INFO]: training loss: epoch:0, step:102700, loss:3.2073004245758057, device:cuda
[2024-03-27 04:30:43.832] [INFO]: training loss: epoch:0, step:102750, loss:2.8896777629852295, device:cuda
[2024-03-27 04:30:53.484] [INFO]: training loss: epoch:0, step:102800, loss:3.1302802562713623, device:cuda
[2024-03-27 04:31:03.060] [INFO]: training loss: epoch:0, step:102850, loss:3.8405275344848633, device:cuda
[2024-03-27 04:31:12.968] [INFO]: training loss: epoch:0, step:102900, loss:3.0423169136047363, device:cuda
[2024-03-27 04:31:22.344] [INFO]: training loss: epoch:0, step:102950, loss:3.275108814239502, device:cuda
[2024-03-27 04:31:32.121] [INFO]: training loss: epoch:0, step:103000, loss:3.4276134967803955, device:cuda
[2024-03-27 04:31:41.939] [INFO]: training loss: epoch:0, step:103050, loss:3.0274131298065186, device:cuda
[2024-03-27 04:31:51.878] [INFO]: training loss: epoch:0, step:103100, loss:3.0841522216796875, device:cuda
[2024-03-27 04:32:02.173] [INFO]: training loss: epoch:0, step:103150, loss:3.15743350982666, device:cuda
[2024-03-27 04:32:12.232] [INFO]: training loss: epoch:0, step:103200, loss:3.3739447593688965, device:cuda
[2024-03-27 04:32:21.996] [INFO]: training loss: epoch:0, step:103250, loss:3.045152425765991, device:cuda
[2024-03-27 04:32:31.514] [INFO]: training loss: epoch:0, step:103300, loss:3.1959400177001953, device:cuda
[2024-03-27 04:32:40.967] [INFO]: training loss: epoch:0, step:103350, loss:3.2732956409454346, device:cuda
[2024-03-27 04:32:50.333] [INFO]: training loss: epoch:0, step:103400, loss:2.8708882331848145, device:cuda
[2024-03-27 04:32:59.545] [INFO]: training loss: epoch:0, step:103450, loss:2.9623513221740723, device:cuda
[2024-03-27 04:33:09.520] [INFO]: training loss: epoch:0, step:103500, loss:3.5918424129486084, device:cuda
[2024-03-27 04:33:19.356] [INFO]: training loss: epoch:0, step:103550, loss:3.1460728645324707, device:cuda
[2024-03-27 04:33:29.259] [INFO]: training loss: epoch:0, step:103600, loss:2.5669713020324707, device:cuda
[2024-03-27 04:33:39.287] [INFO]: training loss: epoch:0, step:103650, loss:3.2050235271453857, device:cuda
[2024-03-27 04:33:48.982] [INFO]: training loss: epoch:0, step:103700, loss:2.6956582069396973, device:cuda
[2024-03-27 04:33:58.507] [INFO]: training loss: epoch:0, step:103750, loss:3.385143756866455, device:cuda
[2024-03-27 04:34:07.841] [INFO]: training loss: epoch:0, step:103800, loss:2.868220567703247, device:cuda
[2024-03-27 04:34:17.401] [INFO]: training loss: epoch:0, step:103850, loss:3.028506278991699, device:cuda
[2024-03-27 04:34:26.945] [INFO]: training loss: epoch:0, step:103900, loss:3.2567906379699707, device:cuda
[2024-03-27 04:34:36.934] [INFO]: training loss: epoch:0, step:103950, loss:2.685647487640381, device:cuda
